family,silhouette,experiment
PF15240,0.3223876845567794,max
PF00530,0.3219855847224776,max
PF18362,0.3218998145519117,max
PF14707,0.3217363681967959,max
PF08558,0.3213941409004058,max
PF05624,0.3210623312846024,max
PF15258,0.3206914278473942,max
PF19026,0.3196934071740722,max
PF16675,0.31856655387314,max
PF01153,0.3182392966480038,max
PF01222,0.3177751446668635,max
PF10393,0.3165076556832785,max
PF10609,0.3158667487805678,max
PF05197,0.3156448744355231,max
PF06762,0.3154663266981261,max
PF15665,0.3144677819318247,max
PF03615,0.3142672627942898,max
PF00361,0.3140169061396088,max
PF11977,0.3133223733463824,max
PF00658,0.3133065338723894,max
PF11976,0.3131814655254376,max
PF10226,0.3127948408676394,max
PF21276,0.3126478431608246,max
PF15705,0.3107080274853341,max
PF00264,0.3094420021201443,max
PF19046,0.3086910253507104,max
PF00930,0.3079721288547658,max
PF10613,0.3056677848158709,max
PF09079,0.3052783879516352,max
PF00052,0.3052777933012262,max
PF18720,0.304672863454164,max
PF00474,0.304434252579222,max
PF01470,0.3039181881153896,max
PF03623,0.3037568545093044,max
PF06009,0.3035896305793249,max
PF15129,0.3025663382513088,max
PF00388,0.302313486980619,max
PF15193,0.3023026821103147,max
PF04253,0.3018544940021246,max
PF01586,0.3014417635780994,max
PF11598,0.3009020439809722,max
PF08976,0.3008990009144724,max
PF02096,0.2987001148965652,max
PF01459,0.2986604393957695,max
PF16057,0.2981821212911014,max
PF12090,0.2973521490930235,max
PF05030,0.296587782866715,max
PF06602,0.2961284279362605,max
PF00012,0.2955590478840827,max
PF01795,0.2942969022566659,max
PF04201,0.2941486497477061,max
PF16878,0.2939377358890312,max
PF17971,0.2931737613920007,max
PF18031,0.2922045840878907,max
PF19035,0.2921734544251965,max
PF00322,0.2918631376537165,max
PF03381,0.2913136974517405,max
PF06027,0.2911642333257999,max
PF06268,0.290736714483556,max
PF01410,0.2905509678098592,max
PF14816,0.2882518163315859,max
PF06990,0.2881145992406143,max
PF03853,0.2880887773220094,max
PF04712,0.2877144732770046,max
PF07966,0.2865398461917591,max
PF13916,0.2865106270091302,max
PF09297,0.2857048940128809,max
PF04831,0.2845407342765162,max
PF01135,0.2839782579844626,max
PF03188,0.2839318651061797,max
PF14749,0.2838496920033127,max
PF04960,0.2838231036072333,max
PF00613,0.283785176310791,max
PF03134,0.2837027368707769,max
PF16300,0.2825888950759603,max
PF00491,0.2812703477826713,max
PF07773,0.2808302993587379,max
PF06482,0.2805055010813749,max
PF02852,0.2801647657153899,max
PF01532,0.2786823217762118,max
PF00104,0.2786256023756865,max
PF01764,0.2776667242758274,max
PF00030,0.2767874517470149,max
PF21333,0.2766327850010421,max
PF06480,0.2760999774223198,max
PF21056,0.2759040114891659,max
PF03223,0.2752820607781107,max
PF12232,0.2751834414434708,max
PF00056,0.2747025289370272,max
PF08699,0.2745412968190199,max
PF13909,0.2744736178332925,max
PF00891,0.2741381056298894,max
PF08703,0.273763241744981,max
PF00235,0.2735483293395942,max
PF18139,0.2723838683503751,max
PF15268,0.2720250926592772,max
PF00711,0.270846759485992,max
PF00852,0.2706970522165107,max
PF20805,0.270617282030203,max
PF02820,0.2701159239262633,max
PF01231,0.2698323786955119,max
PF00352,0.2695756226611501,max
PF14075,0.2690726068982541,max
PF04515,0.2684768711672986,max
PF10421,0.2681417197895374,max
PF15494,0.2673763404493905,max
PF13891,0.2669692460981788,max
PF09066,0.2649461791568692,max
PF15155,0.264640710882623,max
PF02285,0.2643923015672481,max
PF02961,0.2638189324886859,max
PF02234,0.2634841218020884,max
PF11838,0.2632472197848848,max
PF15232,0.2628532962888748,max
PF01477,0.2626679912159376,max
PF02841,0.2623388911433383,max
PF10433,0.2623087602391741,max
PF02786,0.2610112216109702,max
PF14050,0.2603654141554131,max
PF07147,0.2599625362478177,max
PF17817,0.2586798479074993,max
PF03556,0.2586107652227981,max
PF10408,0.2580043642104833,max
PF02389,0.2574354936191426,max
PF01419,0.2567907702923685,max
PF04109,0.2565200940813484,max
PF08506,0.2561964860963842,max
PF08487,0.255903218058091,max
PF16880,0.2552746503001727,max
PF15235,0.2551313218259051,max
PF02827,0.2538862959505015,max
PF20490,0.2533961449603196,max
PF01979,0.2526501914621636,max
PF14753,0.2526035615927094,max
PF18876,0.2522616554085086,max
PF16005,0.2521573421278508,max
PF00211,0.2503593842560644,max
PF14533,0.2492681203371084,max
PF01142,0.2484805457619697,max
PF20166,0.2481500549882792,max
PF21260,0.2474201366813828,max
PF00736,0.2472147656455197,max
PF10482,0.2468362237728133,max
PF18611,0.2466505178110601,max
PF17035,0.2463147680740989,max
PF10577,0.2461785872829722,max
PF15409,0.244786423924414,max
PF05587,0.2446826547893955,max
PF17838,0.24404333932704,max
PF04194,0.2438129243735619,max
PF01735,0.2430696009997726,max
PF10300,0.2429901392046535,max
PF04664,0.2421002139888183,max
PF01432,0.2416614600558082,max
PF02536,0.2408971724397,max
PF15250,0.2404635205788695,max
PF13868,0.2401213740807315,max
PF08391,0.2393718728191817,max
PF04698,0.2387135273462433,max
PF00860,0.2385115499920635,max
PF02115,0.238387120065982,max
PF05406,0.2379445434822802,max
PF10223,0.2368285242988517,max
PF13242,0.2362130661618187,max
PF05041,0.2358331533272569,max
PF00708,0.2355933981161518,max
PF15386,0.2352748079014433,max
PF18326,0.2351038754644981,max
PF08826,0.2344327995178431,max
PF00654,0.2333919154849776,max
PF01369,0.2329734104857055,max
PF11835,0.2324947477669293,max
PF05920,0.2321366574918606,max
PF06535,0.2318498801755312,max
PF03826,0.2318077176190821,max
PF02826,0.2307515120968888,max
PF15901,0.2307388853156458,max
PF14997,0.2306933739432427,max
PF00664,0.2303967390657764,max
PF11980,0.2302575466766639,max
PF00232,0.2291164020246622,max
PF21026,0.2288293091923487,max
PF00255,0.2288275295813447,max
PF17734,0.2278923583580084,max
PF00450,0.2278279089203785,max
PF03348,0.2276287737243779,max
PF10524,0.226980227960874,max
PF19193,0.2261883739103198,max
PF08562,0.2256523965882832,max
PF00137,0.2246664601353466,max
PF17840,0.2246187715145602,max
PF06309,0.2244962094695747,max
PF01186,0.2244259714690031,max
PF01758,0.2243651584010451,max
PF01392,0.2232862162615667,max
PF05653,0.2227529797540536,max
PF01230,0.222589304232439,max
PF02046,0.2220787420659446,max
PF09422,0.2219196454912305,max
PF03577,0.2206469870917745,max
PF02058,0.2188842826112349,max
PF14854,0.2188062768272049,max
PF18385,0.2184144532712646,max
PF01129,0.2181715955602465,max
PF00883,0.2176789130482702,max
PF13765,0.2172338314084927,max
PF01442,0.2154047152307412,max
PF03476,0.2145097752296141,max
PF00836,0.2144888377375284,max
PF00297,0.2140810639654155,max
PF02889,0.2130376862499518,max
PF16043,0.2127191078891895,max
PF21634,0.21165161070615,max
PF00160,0.211012323934636,max
PF01633,0.2108410180221226,max
PF04950,0.2106105018165308,max
PF06297,0.209677433793586,max
PF00036,0.2089348014044529,max
PF19272,0.2086844354531948,max
PF03036,0.2082108619555104,max
PF04901,0.2072587637727459,max
PF04791,0.2072139855104974,max
PF02544,0.2067654964926017,max
PF02029,0.2062147305909043,max
PF06409,0.2058919973839447,max
PF00637,0.2042798997581948,max
PF12304,0.2030782274458178,max
PF15177,0.2027106987784919,max
PF01049,0.2022566494656371,max
PF01557,0.2021741763239277,max
PF09354,0.2017298279934929,max
PF11878,0.1999741492593413,max
PF08609,0.197904226692299,max
PF06464,0.1976890610368513,max
PF13602,0.1973497932675325,max
PF02882,0.1971837233772735,max
PF01044,0.1967279277198576,max
PF15238,0.1964371785709493,max
PF13918,0.1957646137496486,max
PF05191,0.1942341100157646,max
PF01411,0.1941481636006631,max
PF02372,0.1937596064208125,max
PF01529,0.1926598212233311,max
PF00147,0.192090376802338,max
PF03024,0.1920581789568236,max
PF08702,0.1907162993016493,max
PF20168,0.1897276067406258,max
PF00626,0.1887761580347599,max
PF07766,0.1885987716585454,max
PF14892,0.1879043320384043,max
PF02880,0.186644466586306,max
PF02230,0.18657652263365,max
PF01846,0.186492066048622,max
PF01056,0.1856680142813967,max
PF03747,0.1853699974125474,max
PF02874,0.1853256672121141,max
PF00483,0.1844906827541655,max
PF04153,0.1833268013280278,max
PF00340,0.1819438091213051,max
PF00648,0.1810345668194185,max
PF05649,0.1800141532931344,max
PF01150,0.179836064299827,max
PF18020,0.1793021359294609,max
PF15807,0.1789033890931906,max
PF02158,0.1785755625702311,max
PF13733,0.1780570130222633,max
PF05805,0.1776010756915363,max
PF01866,0.176936158396849,max
PF03520,0.1767977074784533,max
PF21227,0.176158946521751,max
PF16663,0.176039358058467,max
PF08434,0.1758319556536274,max
PF13234,0.1753711499205195,max
PF05958,0.1750106414045016,max
PF05577,0.1746348694486222,max
PF08824,0.173975345051912,max
PF17907,0.1728636585226633,max
PF01400,0.1725339714855952,max
PF04998,0.1709654168508704,max
PF00080,0.1701327677694362,max
PF21021,0.1684877645281281,max
PF08266,0.1680145426618995,max
PF04387,0.1678216487319392,max
PF05039,0.1677927344191009,max
PF01093,0.1676248039738166,max
PF00005,0.1672628886693944,max
PF00488,0.1652311452944559,max
PF05327,0.1644390621716074,max
PF16619,0.1635258044108846,max
PF17777,0.1631351777695548,max
PF16866,0.1630134002028636,max
PF00107,0.1606048820403838,max
PF03055,0.158106893752722,max
PF16209,0.1578980061092382,max
PF14965,0.1576074198825112,max
PF14260,0.1565272731108609,max
PF11779,0.1564904489437817,max
PF15255,0.1564237800239204,max
PF20801,0.1561633585878748,max
PF00278,0.1561530563376267,max
PF10629,0.1548972151576999,max
PF02762,0.1545797389001447,max
PF00108,0.1540606758156277,max
PF05463,0.1534919058916879,max
PF07995,0.1532921107017888,max
PF03522,0.1525690585427556,max
PF21773,0.1514070676821329,max
PF13843,0.1513969595572772,max
PF18567,0.1505019713351607,max
PF11365,0.150312147412822,max
PF19426,0.1501068219567792,max
PF02146,0.1498333383155049,max
PF00287,0.1497462750777971,max
PF00750,0.1490958553706645,max
PF21604,0.1490163164958541,max
PF13088,0.1487269970268243,max
PF05147,0.1480033055959952,max
PF04142,0.1479125075316269,max
PF13426,0.1474904717316845,max
PF11987,0.1466253231443401,max
PF01102,0.1460033599688928,max
PF02260,0.1453701176481752,max
PF12371,0.1445489288629548,max
PF02145,0.1444697210014174,max
PF15313,0.1442478186946207,max
PF05104,0.1442049256705339,max
PF14719,0.1440808776698296,max
PF14992,0.1439290890997046,max
PF18574,0.1437328499307403,max
PF08676,0.1427351992038695,max
PF03144,0.1423062945254339,max
PF00110,0.1402269137572354,max
PF02213,0.1401079842992042,max
PF01271,0.1391523641673611,max
PF15974,0.1391003562179409,max
PF04802,0.1385674792823332,max
PF15321,0.137974306194037,max
PF15018,0.1378009486275256,max
PF05760,0.1376996377095872,max
PF00068,0.1376257020046555,max
PF00246,0.1368602126998196,max
PF00382,0.1367763666986646,max
PF00992,0.135476174059341,max
PF16794,0.1354208264621825,max
PF03943,0.1350988998216302,max
PF13922,0.134938502269679,max
PF01417,0.134741216547245,max
PF01997,0.1346301783744976,max
PF16016,0.1345835225091867,max
PF03298,0.1343373665701094,max
PF01291,0.1334607538359203,max
PF02201,0.1332721213157488,max
PF00175,0.1332064902366266,max
PF07810,0.1326221230996421,max
PF00965,0.1313135312885354,max
PF12701,0.1309133151362368,max
PF00171,0.1306869559680043,max
PF13885,0.1306525836820822,max
PF20989,0.1306140978816574,max
PF05903,0.1302225131824668,max
PF14603,0.129326598247554,max
PF01510,0.1289309720044486,max
PF07717,0.128834245354214,max
PF05478,0.1279593441248193,max
PF08059,0.1275499568385338,max
PF13959,0.1269105180817942,max
PF06060,0.1248910020580655,max
PF01422,0.1242718618898758,max
PF13307,0.123919227492424,max
PF21354,0.1230296810132665,max
PF00079,0.1228264160787185,max
PF01030,0.1227875383345411,max
PF01073,0.1224390141324179,max
PF07114,0.1220591801086386,max
PF12180,0.1213016284085618,max
PF02886,0.1208958679994949,max
PF15035,0.1205184202084419,max
PF07894,0.1202844758709628,max
PF12714,0.1191715354102312,max
PF06881,0.1186176149762659,max
PF16578,0.1184275265128204,max
PF17215,0.1183052771691601,max
PF06631,0.1178646085859555,max
PF10456,0.117706499501242,max
PF05875,0.1177019918668278,max
PF04970,0.1174687943819244,max
PF04670,0.1172404351971295,max
PF00050,0.1172380557847759,max
PF00501,0.1165447315095783,max
PF10401,0.1164473166200386,max
PF14798,0.1161286263502323,max
PF15260,0.1152897832598057,max
PF14909,0.1149790385402209,max
PF00580,0.1146357697163055,max
PF03189,0.1144307156841715,max
PF00387,0.11425983131397,max
PF19179,0.1141636165105202,max
PF01121,0.1141577491503258,max
PF00122,0.1141159245543953,max
PF02953,0.114103891684099,max
PF02376,0.113712118518862,max
PF00007,0.1127389101922633,max
PF05827,0.1127209496623593,max
PF05270,0.1123966691728426,max
PF04749,0.1118890960943056,max
PF04258,0.1113973350874881,max
PF13704,0.109571040551402,max
PF13915,0.1083962609771025,max
PF01246,0.1083286041647462,max
PF16178,0.1079752898322038,max
PF02463,0.1075992378471601,max
PF01124,0.1060002567331851,max
PF15920,0.1059798945247546,max
PF17205,0.1054874842211854,max
PF15508,0.104469708231633,max
PF16183,0.1039071424339924,max
PF16905,0.103590026924123,max
PF03155,0.1033822012124124,max
PF08313,0.1024520238198656,max
PF02668,0.102195408366583,max
PF15872,0.1016803921387826,max
PF00112,0.1009344840085333,max
PF00090,0.1005907433544255,max
PF00058,0.0993636242773515,max
PF02469,0.0988681519690333,max
PF08687,0.0983720486584735,max
PF00447,0.0983187167996712,max
PF14977,0.097838216192096,max
PF01352,0.0977898484883729,max
PF21365,0.0974726108629927,max
PF13193,0.0957165929442294,max
PF01412,0.0948879474330755,max
PF06473,0.0948812186569788,max
PF08079,0.094611159091534,max
PF10630,0.0943142335598046,max
PF01130,0.0940635757588294,max
PF00282,0.0933248362900615,max
PF15282,0.0929867759349038,max
PF16363,0.0924350248611758,max
PF08242,0.0923000325350712,max
PF04502,0.0922537181999312,max
PF16474,0.0922340016160148,max
PF09402,0.0919292286162156,max
PF00633,0.0909593323474089,max
PF01494,0.090662623000315,max
PF00916,0.0901148135180374,max
PF13671,0.0889783102981926,max
PF00630,0.0882772620450254,max
PF00596,0.0882505825289431,max
PF13520,0.0880069633887868,max
PF08766,0.0878823598861101,max
PF03371,0.087792854068797,max
PF00814,0.0868058750318865,max
PF00087,0.0862150992151409,max
PF14061,0.08594864885033,max
PF03921,0.0859292509394517,max
PF06021,0.0844181723036026,max
PF04547,0.0835168402891505,max
PF12330,0.0833613785107733,max
PF16177,0.0832742160837155,max
PF04548,0.0830592827271977,max
PF07528,0.0822279881446737,max
PF04825,0.0816290472964221,max
PF00777,0.0806485268098462,max
PF03137,0.0798632140968852,max
PF00062,0.0795600267627578,max
PF02394,0.0792818015083279,max
PF06679,0.0786085714340507,max
PF00701,0.0768631577625516,max
PF12872,0.0768240823489131,max
PF21267,0.0764444732047286,max
PF03982,0.0761332023434345,max
PF03127,0.0749746651876986,max
PF01416,0.0740384067055553,max
PF02063,0.0739554924422848,max
PF10534,0.0736849561978382,max
PF01170,0.0736399969534079,max
PF00586,0.0733147179976329,max
PF12763,0.0731660242136985,max
PF01457,0.0719786516949503,max
PF00557,0.0716355294685832,max
PF14979,0.0708386324849824,max
PF10239,0.0703333847712269,max
PF06337,0.0702636134724307,max
PF00551,0.0700046364146803,max
PF02269,0.0698291601183595,max
PF02225,0.0697908865950126,max
PF01221,0.0696458738485735,max
PF08030,0.0694418593668585,max
PF04908,0.0694325262540859,max
PF01712,0.06932030518715,max
PF12012,0.0691698170648031,max
PF06522,0.0690621707780084,max
PF15252,0.068902613343995,max
PF07842,0.068270831582811,max
PF00838,0.0677173353613723,max
PF21099,0.0667855693576005,max
PF08758,0.0666393444086996,max
PF21041,0.0661481538575846,max
PF00694,0.065917807818206,max
PF01873,0.0658188713978022,max
PF00458,0.0657511242500992,max
PF02194,0.0653650628516505,max
PF10568,0.0651501231873875,max
PF00428,0.0649300985839673,max
PF05914,0.0638467395378648,max
PF13238,0.0626562525894767,max
PF21477,0.0626531420039565,max
PF14875,0.0620706274154863,max
PF12301,0.0619759422237488,max
PF13347,0.0609887103909398,max
PF00238,0.0609188171063913,max
PF01111,0.0606326283423587,max
PF01425,0.0605172852904223,max
PF15037,0.0602076994049879,max
PF08311,0.0599258449308278,max
PF10294,0.0596388451182169,max
PF06789,0.0588910443412177,max
PF03946,0.0568956914112475,max
PF09799,0.0564719101651234,max
PF08238,0.0561676885871635,max
PF01273,0.0560175165053317,max
PF21008,0.055587973331392,max
PF01545,0.0551618538599456,max
PF04714,0.0550845870263179,max
PF13561,0.0539635420300569,max
PF12423,0.0539313258427146,max
PF00151,0.0538610552542628,max
PF01624,0.0535333474915067,max
PF05434,0.0531207697848111,max
PF13898,0.0510799782284039,max
PF00487,0.0509626063798666,max
PF01160,0.0502058289733765,max
PF03299,0.050109688590239,max
PF04116,0.0499574651045037,max
PF05010,0.0498410343252045,max
PF02817,0.0496002774626132,max
PF00849,0.0494141716491621,max
PF04790,0.0493136685348207,max
PF10250,0.0488525568780156,max
PF15613,0.0478604012796166,max
PF07973,0.0477562958211285,max
PF08726,0.0476602551667228,max
PF14709,0.0475300322098999,max
PF10177,0.0471340351532547,max
PF10277,0.0460803280492571,max
PF03073,0.045713081719407,max
PF10037,0.0454509758236842,max
PF01064,0.0449480866809568,max
PF01650,0.0446154297871388,max
PF02189,0.0442566173646097,max
PF05721,0.0429909468772031,max
PF00300,0.0411564238859491,max
PF07798,0.0407819402949382,max
PF13409,0.0404687329958292,max
PF02297,0.0403505539049638,max
PF17208,0.0399084113004361,max
PF04300,0.038667078510778,max
PF01521,0.0381622495053002,max
PF04577,0.0365205093286855,max
PF13589,0.0358921464920907,max
PF13841,0.0358322892666314,max
PF06046,0.0347511435799474,max
PF00652,0.0346971514442957,max
PF02475,0.0326393745840062,max
PF16622,0.0324663646631816,max
PF18102,0.0323477135413267,max
PF10475,0.0305279841827251,max
PF02005,0.029076289208684,max
PF00472,0.0290204006445674,max
PF05118,0.0285829964457173,max
PF02460,0.0285722320231626,max
PF01565,0.0285537056161574,max
PF13879,0.0274270966931834,max
PF00571,0.026571208383926,max
PF03109,0.0261645864535652,max
PF13908,0.0257168684901311,max
PF01467,0.0250575300894327,max
PF07678,0.0248767738845613,max
PF21032,0.02445532037953,max
PF00919,0.023482361885165,max
PF17207,0.0229709300236659,max
PF04666,0.0226111676804653,max
PF00212,0.0223797068494686,max
PF05217,0.0223235574660024,max
PF06842,0.0223008407000469,max
PF05602,0.0221270217903011,max
PF00864,0.0212254807741727,max
PF04419,0.0211357214073648,max
PF00230,0.0197228322172223,max
PF16899,0.0193901360111058,max
PF01500,0.0193272651258793,max
PF05686,0.0184795724455648,max
PF01119,0.0183746669131686,max
PF07657,0.0181252670740197,max
PF04991,0.0176955807760395,max
PF01728,0.0176571326360338,max
PF15910,0.0163277834190837,max
PF19309,0.015808991231159,max
PF13695,0.0154227919642168,max
PF06859,0.0151132896825364,max
PF08416,0.0148663573715213,max
PF21148,0.0140776037079645,max
PF14360,0.0137134155764243,max
PF00202,0.0128781333240859,max
PF05002,0.0117706360621588,max
PF00656,0.011578981675603,max
PF01490,0.0107773398545602,max
PF08180,0.0106148238373742,max
PF13365,0.0104848636025291,max
PF17889,0.0102789929986313,max
PF05154,0.0101494392528949,max
PF09334,0.009694148425239,max
PF14478,0.0096477599068799,max
PF07458,0.0096129407454322,max
PF07716,0.0088878836273676,max
PF00067,0.0087413668997787,max
PF00795,0.0078614387894094,max
PF00917,0.0075716113369934,max
PF00042,0.0069774708389747,max
PF07527,0.0068889201071228,max
PF00880,0.0065837410896058,max
PF21098,0.0057015074792304,max
PF03221,0.0056911080572376,max
PF00348,0.0054510169410766,max
PF08174,0.0051943959594864,max
PF03388,0.0049487201323496,max
PF02825,0.0046784112687219,max
PF08613,0.0040717467747207,max
PF03098,0.0037694858426884,max
PF15227,0.003059510775288,max
PF00291,0.0023759252087974,max
PF00045,0.0017069852930415,max
PF00135,0.00121532479443,max
PF05648,0.0011383569654777,max
PF03770,0.0007883024631409,max
PF01237,0.0005044203179416,max
PF00728,0.0,max
PF00679,0.0,max
PF08154,0.0,max
PF00686,0.0,max
PF00364,0.0,max
PF01167,0.0,max
PF08430,0.0,max
PF02866,0.0,max
PF03731,0.0,max
PF00749,0.0,max
PF03071,0.0,max
PF07989,0.0,max
PF02931,0.0,max
PF15027,0.0,max
PF02926,0.0,max
PF12280,0.0,max
PF16516,0.0,max
PF01096,0.0,max
PF16511,0.0,max
PF07988,0.0,max
PF13620,0.0,max
PF15290,0.0,max
PF02141,0.0,max
PF11956,0.0,max
PF12026,0.0,max
PF00645,0.0,max
PF12509,0.0,max
PF00730,0.0,max
PF20519,0.0,max
PF20624,0.0,max
PF01138,0.0,max
PF02729,0.0,max
PF11851,0.0,max
PF08246,0.0,max
PF16553,0.0,max
PF08016,0.0,max
PF03781,0.0,max
PF13513,0.0,max
PF15371,0.0,max
PF01122,0.0,max
PF02878,0.0,max
PF20433,0.0,max
PF08198,0.0,max
PF00698,0.0,max
PF03832,0.0,max
PF12877,0.0,max
PF00054,0.0,max
PF09790,0.0,max
PF10174,0.0,max
PF02259,0.0,max
PF03147,0.0,max
PF10525,0.0,max
PF03145,0.0,max
PF10541,0.0,max
PF00835,0.0,max
PF21339,0.0,max
PF03662,0.0,max
PF09596,0.0,max
PF12783,0.0,max
PF15815,0.0,max
PF15157,0.0,max
PF12777,0.0,max
PF09382,0.0,max
PF09360,0.0,max
PF15871,0.0,max
PF15183,0.0,max
PF03253,0.0,max
PF10470,0.0,max
PF02801,0.0,max
PF12894,0.0,max
PF12895,0.0,max
PF00327,0.0,max
PF12901,0.0,max
PF00326,0.0,max
PF12851,0.0,max
PF10373,0.0,max
PF15186,0.0,max
PF15230,0.0,max
PF03160,0.0,max
PF10237,0.0,max
PF15949,0.0,max
PF00324,0.0,max
PF10457,0.0,max
PF15787,0.0,max
PF09289,0.0,max
PF03129,0.0,max
PF20974,0.0,max
PF11569,0.0,max
PF03474,0.0,max
PF21326,0.0,max
PF15054,0.0,max
PF20864,0.0,max
PF11648,0.0,max
PF00441,0.0,max
PF20838,0.0,max
PF08669,0.0,max
PF02836,0.0,max
PF00778,0.0,max
PF02769,0.0,max
PF15692,0.0,max
PF01082,0.0,max
PF00773,0.0,max
PF08767,0.0,max
PF13385,0.0,max
PF00285,0.0,max
PF00403,0.0,max
PF00801,0.0,max
PF21020,0.0,max
PF00605,0.0,max
PF00989,0.0,max
PF21019,0.0,max
PF15784,0.0,max
PF00790,0.0,max
PF03416,0.0,max
PF02770,0.0,max
PF21014,0.0,max
PF11413,0.0,max
PF13330,0.0,max
PF15780,0.0,max
PF13344,0.0,max
PF15779,0.0,max
PF03528,0.0,max
PF04849,0.0,max
PF01857,0.0,max
PF07177,0.0,max
PF00476,0.0,max
PF01839,0.0,max
PF04706,0.0,max
PF14681,0.0,max
PF02207,0.0,max
PF00569,0.0,max
PF17216,0.0,max
PF01841,0.0,max
PF05279,0.0,max
PF19441,0.0,max
PF04433,0.0,max
PF06119,0.0,max
PF13812,0.0,max
PF14523,0.0,max
PF18345,0.0,max
PF17902,0.0,max
PF17171,0.0,max
PF05994,0.0,max
PF17047,0.0,max
PF05964,0.0,max
PF21696,0.0,max
PF04777,0.0,max
PF13778,0.0,max
PF14382,0.0,max
PF18384,0.0,max
PF19033,0.0,max
PF21712,0.0,max
PF02310,0.0,max
PF01798,0.0,max
PF17855,0.0,max
PF04145,0.0,max
PF01401,0.0,max
PF17830,0.0,max
PF00479,0.0,max
PF06650,0.0,max
PF06701,0.0,max
PF01347,0.0,max
PF01805,0.0,max
PF00550,0.0,max
PF18264,0.0,max
PF14821,0.0,max
PF17776,0.0,max
PF06470,0.0,max
PF14818,0.0,max
PF02295,0.0,max
PF01636,0.0,max
PF21731,0.0,max
PF01409,0.0,max
PF04326,0.0,max
PF04379,0.0,max
PF06825,0.0,max
PF05064,0.0,max
PF17772,0.0,max
PF06407,0.0,max
PF05222,0.0,max
PF07529,0.0,max
PF00145,0.0,max
PF07728,0.0,max
PF14492,0.0,max
PF05699,0.0,max
PF05715,0.0,max
PF18039,0.0,max
PF20173,0.0,max
PF00075,0.0,max
PF05731,0.0,max
PF16739,0.0,max
PF21700,0.0,max
PF01751,0.0,max
PF04836,0.0,max
PF01434,0.0,max
PF04832,0.0,max
PF18995,0.0,max
PF01433,0.0,max
PF04598,0.0,max
PF05746,0.0,max
PF01216,0.0,max
PF14716,0.0,max
PF18104,0.0,max
PF07959,0.0,max
PF04814,0.0,max
PF13907,0.0,max
PF16661,0.0,max
PF14722,0.0,max
PF07691,0.0,max
PF00113,0.0,max
PF00466,0.0,max
PF17958,0.0,max
PF00009,0.0,max
PF01755,0.0,max
PF13621,-0.0006723843351051,max
PF09336,-0.0007335101786638,max
PF01335,-0.001137615637303,max
PF07701,-0.0018583687146188,max
PF07522,-0.0019551191772854,max
PF10269,-0.0019608487461141,max
PF19038,-0.0020794237717106,max
PF21366,-0.0028172758258466,max
PF08433,-0.0029947815919144,max
PF08449,-0.0045102517148112,max
PF00020,-0.0045807909858097,max
PF03159,-0.0047798931420545,max
PF10488,-0.0049547881765668,max
PF08614,-0.0051535126077777,max
PF02771,-0.0055601508076093,max
PF01956,-0.0060216242809915,max
PF03931,-0.0066747144179032,max
PF04487,-0.0067961858562236,max
PF00726,-0.0068978507946349,max
PF01619,-0.0069864588560299,max
PF04157,-0.0070679006927048,max
PF03370,-0.007247423301164,max
PF02142,-0.0073609446260606,max
PF02136,-0.0087632280452021,max
PF04178,-0.009339054167733,max
PF14444,-0.0094490604421172,max
PF01161,-0.0095256402620966,max
PF17177,-0.0096327539104545,max
PF00370,-0.010854390406017,max
PF05672,-0.0120705516095432,max
PF05825,-0.0126803677246457,max
PF08704,-0.0128284562630653,max
PF06292,-0.013323753365036,max
PF01663,-0.0139735032252992,max
PF01476,-0.0139871188564148,max
PF02891,-0.0140349930149417,max
PF01588,-0.0141292431848703,max
PF02210,-0.0141979564317628,max
PF08598,-0.0147010834636603,max
PF09011,-0.0147535143615136,max
PF17779,-0.015408457743679,max
PF10190,-0.0157451764916784,max
PF14914,-0.0162792097142821,max
PF00038,-0.0164164818425818,max
PF18027,-0.0172541046321432,max
PF00337,-0.018670647222648,max
PF10502,-0.0191410894933145,max
PF02793,-0.0196847871877305,max
PF03619,-0.020559194713831,max
PF01576,-0.0210029630634167,max
PF02089,-0.0218400996022193,max
PF02064,-0.0223710881679718,max
PF03031,-0.0225838397168591,max
PF01163,-0.0226297204809643,max
PF07521,-0.022661428197189,max
PF02010,-0.0229025892522131,max
PF01812,-0.0234607831767808,max
PF13476,-0.0247209675085681,max
PF00418,-0.0250001210979358,max
PF08516,-0.0255538939602739,max
PF00083,-0.0255610238135248,max
PF17832,-0.0258829203461453,max
PF04072,-0.0265894781057807,max
PF02060,-0.0271484942124807,max
PF12347,-0.0280174481015453,max
PF07004,-0.0280985219904581,max
PF12678,-0.0281902998727778,max
PF19627,-0.0285286314762788,max
PF06831,-0.0285384450084491,max
PF06907,-0.0285603413020039,max
PF17708,-0.0289078815489427,max
PF01762,-0.0292613975096219,max
PF00995,-0.0299667886291148,max
PF06083,-0.0300266017273117,max
PF05008,-0.0301167853995516,max
PF01454,-0.0301247311203231,max
PF00617,-0.0305895558175645,max
PF00022,-0.0307559479480522,max
PF13857,-0.0310632577692286,max
PF04051,-0.0311871295206272,max
PF08512,-0.031192085922747,max
PF07738,-0.031749116082451,max
PF04046,-0.0318962515699494,max
PF10195,-0.0321330324723476,max
PF14712,-0.0326252510971382,max
PF02466,-0.0330099227940686,max
PF04099,-0.0332970015554333,max
PF06758,-0.0339615519887247,max
PF16673,-0.0345119114398438,max
